t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,label
-1.6199718850214302,-1.1142032837622082,6.270240776403563e-05,1.282820123220661,1.2185465969659848,0.6475385360018446,0.6105588675811635,0.11962630630395202,0.4021290516555992,0.26852555952673185,0.20221339041957076,0.5047273784944339,0.35584343460695267,3
0.0157647275708762,-0.012118856798601804,-0.487660229383952,-1.2307794999680894,-0.8925595820875182,-1.5757368853939582,-1.782180157189969,-1.394495914833948,-1.0615455607490492,-0.349973772636658,1.0885171506957787,1.316910227019939,1.1971026494539494,1
-1.7369376324741497,-1.5631632341728805,-1.3789801952089638,-1.7726213304644263,-1.1298827580614597,-1.0542037656804488,-1.1821684235517855,-1.4898137335828756,-1.4937807877141362,-1.1971570706452772,-0.8991018164721434,-0.647468850614381,-0.5457856087462257,1
-1.3003841133673357,-1.1327658197094181,-0.1849052030377396,0.9477079536650106,1.8096624852931413,1.5884102697729752,1.251617333436717,0.4651953608645546,0.720254893643976,0.8149765791127819,0.672204249416504,1.084562922835138,1.3874675873340765,3
-0.44732370088177187,-0.2824422326882007,-0.6837986084627187,-1.1868773629778442,-1.3655630859503325,-1.1230115333996646,-1.7489353235858112,-1.4486516227752138,-1.521426597547329,-1.1474525452039657,-0.9034040597593056,-0.4562999712644953,0.021076639417091758,1
-0.074262761669442,-0.21339059661432283,-0.31570130365015375,0.38732551320330033,-0.7869082327765565,-1.1942469640859246,-1.5922681493776807,-1.5205871116071152,-1.5462905872591328,-1.1439192484972496,-0.9718296356132651,-0.8629623611787742,-0.6364441450736055,1
0.5043668760590118,0.44588784332675224,0.11443447256679318,-0.2889431280311597,-0.44753924979499815,-0.653863867407698,-0.8372914306508046,-1.3318343916712148,-1.3319366998900692,-1.449244344446546,-1.40577285469266,-1.7100288122068015,-1.4871031335748541,2
0.5769454329388221,0.23195821760383417,0.33117615480160933,0.2756826595711912,0.28124707368596746,-0.2071710388147823,-0.19943883579676408,-0.4241888435653338,-0.8760216185759824,-1.2364531259079445,-1.2749700876215606,-1.3773264533886482,-1.698325328099233,2
1.6305558340261015,1.7508904802347258,0.6704972450175177,-0.08513320773125574,-0.49603445329334006,-0.5801383031587153,-0.9696089392365653,-1.1948922997413127,-1.659852001579263,-1.389720483788772,-1.3602698743837018,-1.7476855131937288,-1.3071624374448971,2
-1.4848983730122773,-1.5734813578443823,-1.2510841824474688,-1.19203223626891,-1.168690269182028,-0.4938720419457758,-0.029767326022697455,0.341192378926876,0.503667731060378,0.6943603358491627,0.7272842619077226,0.503293590517632,1.2282616445824595,3
